code,stock_name,exchange,board,security_type,listing_status,listing_date,is_st,is_suspended,latest_trade_date,latest_close,avg_turnover_20d,industry,universe_source,exclusion_reason
000923,河钢资源,SZSE,主板,A_SHARE,listed,1999-07-14,False,False,2026-07-07,12.81,184358786.35,B 采矿业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000925,众合科技,SZSE,主板,A_SHARE,listed,1999-06-11,False,False,2026-07-07,8.8,602016189.05,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000926,福星股份,SZSE,主板,A_SHARE,listed,1999-06-18,False,False,2026-07-07,1.95,72268480.2,K 房地产,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000927,中国铁物,SZSE,主板,A_SHARE,listed,1999-07-27,False,False,2026-07-07,2.3,107154750.55,L 商务服务,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000928,中钢国际,SZSE,主板,A_SHARE,listed,1999-03-12,False,False,2026-07-07,4.84,87703258.9,E 建筑业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000929,兰州黄河,SZSE,主板,A_SHARE,listed,1999-06-23,False,False,2026-07-07,8.8,47508513.45,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000930,中粮科技,SZSE,主板,A_SHARE,listed,1999-07-12,False,False,2026-07-07,4.39,76792311.95,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000931,中 关 村,SZSE,主板,A_SHARE,listed,1999-07-12,False,False,2026-07-07,4.11,39866177.7,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000932,华菱钢铁,SZSE,主板,A_SHARE,listed,1999-08-03,False,False,2026-07-07,3.47,453278919.25,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000933,神火股份,SZSE,主板,A_SHARE,listed,1999-08-31,False,False,2026-07-07,21.78,1491086570.55,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000935,四川双马,SZSE,主板,A_SHARE,listed,1999-08-24,False,False,2026-07-07,25.72,213449452.3,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000936,华西股份,SZSE,主板,A_SHARE,listed,1999-08-10,False,False,2026-07-07,5.09,95320741.2,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000937,冀中能源,SZSE,主板,A_SHARE,listed,1999-09-09,False,False,2026-07-07,4.25,126089245.45,B 采矿业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000938,紫光股份,SZSE,主板,A_SHARE,listed,1999-11-04,False,False,2026-07-07,31.48,4910285071.8,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000948,南天信息,SZSE,主板,A_SHARE,listed,1999-10-14,False,False,2026-07-07,11.56,57838290.4,I 信息技术,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000949,新乡化纤,SZSE,主板,A_SHARE,listed,1999-10-21,False,False,2026-07-07,5.56,366645939.2,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000950,重药控股,SZSE,主板,A_SHARE,listed,1999-09-16,False,False,2026-07-07,5.17,142888609.05,F 批发零售,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000951,中国重汽,SZSE,主板,A_SHARE,listed,1999-11-25,False,False,2026-07-07,22.31,306852510.1,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000952,广济药业,SZSE,主板,A_SHARE,listed,1999-11-12,False,False,2026-07-07,5.48,43672888.95,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000953,中哲精化,SZSE,主板,A_SHARE,listed,1999-12-02,False,False,2026-07-07,5.24,38542475.9,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000955,欣龙控股,SZSE,主板,A_SHARE,listed,1999-12-09,False,False,2026-07-07,4.39,106308453.45,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000957,中通客车,SZSE,主板,A_SHARE,listed,2000-01-13,False,False,2026-07-07,9.59,102236485.95,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000958,电投产融,SZSE,主板,A_SHARE,listed,1999-12-23,False,False,2026-07-07,5.61,314134908.45,D 水电煤气,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000959,首钢股份,SZSE,主板,A_SHARE,listed,1999-12-16,False,False,2026-07-07,3.49,177737398.25,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000960,锡业股份,SZSE,主板,A_SHARE,listed,2000-02-21,False,False,2026-07-07,37.31,4718886041.8,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000962,东方钽业,SZSE,主板,A_SHARE,listed,2000-01-20,False,False,2026-07-07,63.66,2859491601.45,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000963,华东医药,SZSE,主板,A_SHARE,listed,2000-01-27,False,False,2026-07-07,29.23,629619417.75,F 批发零售,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000965,天保基建,SZSE,主板,A_SHARE,listed,2000-04-06,False,False,2026-07-07,2.95,42065126.2,K 房地产,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000966,长源电力,SZSE,主板,A_SHARE,listed,2000-03-16,False,False,2026-07-07,3.8,410334977.15,D 水电煤气,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000967,盈峰环境,SZSE,主板,A_SHARE,listed,2000-03-30,False,False,2026-07-07,9.65,1354016883.5,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000968,蓝焰控股,SZSE,主板,A_SHARE,listed,2000-06-22,False,False,2026-07-07,6.09,118326992.85,B 采矿业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000969,安泰科技,SZSE,主板,A_SHARE,listed,2000-05-29,False,False,2026-07-07,22.6,1734763033.8,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000970,中科三环,SZSE,主板,A_SHARE,listed,2000-04-20,False,False,2026-07-07,16.55,1862453825.05,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000972,中基健康,SZSE,主板,A_SHARE,listed,2000-09-26,False,False,2026-07-07,3.55,29435719.45,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000973,佛塑科技,SZSE,主板,A_SHARE,listed,2000-05-25,False,False,2026-07-07,14.58,887698901.15,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000975,山金国际,SZSE,主板,A_SHARE,listed,2000-06-08,False,False,2026-07-07,19.59,1207690414.35,B 采矿业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000977,浪潮信息,SZSE,主板,A_SHARE,listed,2000-06-08,False,False,2026-07-07,71.06,5043344328.75,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000978,桂林旅游,SZSE,主板,A_SHARE,listed,2000-05-18,False,False,2026-07-07,5.33,65562721.5,N 公共环保,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000980,众泰汽车,SZSE,主板,A_SHARE,listed,2000-06-16,False,False,2026-07-07,1.8,279716711.0,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000981,山子高科,SZSE,主板,A_SHARE,listed,2000-06-22,False,False,2026-07-07,2.68,744138481.1,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000983,山西焦煤,SZSE,主板,A_SHARE,listed,2000-07-26,False,False,2026-07-07,6.16,602445925.75,B 采矿业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000985,大庆华科,SZSE,主板,A_SHARE,listed,2000-07-26,False,False,2026-07-07,14.44,23729506.75,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000987,越秀资本,SZSE,主板,A_SHARE,listed,2000-07-18,False,False,2026-07-07,8.2,416353641.15,J 金融业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000988,华工科技,SZSE,主板,A_SHARE,listed,2000-06-08,False,False,2026-07-07,153.59,11908420411.1,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000989,九芝堂,SZSE,主板,A_SHARE,listed,2000-06-28,False,False,2026-07-07,8.16,92762738.0,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000990,诚志股份,SZSE,主板,A_SHARE,listed,2000-07-06,False,False,2026-07-07,8.42,277554010.25,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000993,闽东电力,SZSE,主板,A_SHARE,listed,2000-07-31,False,False,2026-07-07,9.67,143823578.0,D 水电煤气,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000995,皇台酒业,SZSE,主板,A_SHARE,listed,2000-08-07,False,False,2026-07-07,9.51,124793439.15,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000997,新 大 陆,SZSE,主板,A_SHARE,listed,2000-08-07,False,False,2026-07-07,15.9,359690017.0,I 信息技术,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000998,隆平高科,SZSE,主板,A_SHARE,listed,2000-12-11,False,False,2026-07-07,7.74,117411277.55,A 农林牧渔,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000999,华润三九,SZSE,主板,A_SHARE,listed,2000-03-09,False,False,2026-07-07,23.6,267444785.75,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001201,东瑞股份,SZSE,主板,A_SHARE,listed,2021-04-28,False,False,2026-07-07,11.55,31918374.45,A 农林牧渔,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001202,炬申股份,SZSE,主板,A_SHARE,listed,2021-04-29,False,False,2026-07-07,13.97,24250071.05,G 运输仓储,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001203,大中矿业,SZSE,主板,A_SHARE,listed,2021-05-10,False,False,2026-07-07,30.09,1257035329.6,B 采矿业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001205,盛航股份,SZSE,主板,A_SHARE,listed,2021-05-13,False,False,2026-07-07,13.49,96079220.55,G 运输仓储,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001206,依依股份,SZSE,主板,A_SHARE,listed,2021-05-18,False,False,2026-07-07,19.54,126542699.9,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001207,联科科技,SZSE,主板,A_SHARE,listed,2021-06-23,False,False,2026-07-07,14.8,82392052.1,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001208,华菱线缆,SZSE,主板,A_SHARE,listed,2021-06-24,False,False,2026-07-07,13.5,216202297.45,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001209,洪兴股份,SZSE,主板,A_SHARE,listed,2021-07-23,False,False,2026-07-07,16.07,35440032.65,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001210,金房能源,SZSE,主板,A_SHARE,listed,2021-07-29,False,False,2026-07-07,20.02,252468157.1,D 水电煤气,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001211,双枪科技,SZSE,主板,A_SHARE,listed,2021-08-05,False,False,2026-07-07,22.2,217331830.75,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001212,中旗新材,SZSE,主板,A_SHARE,listed,2021-08-23,False,False,2026-07-07,41.0,375075366.55,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001213,中铁特货,SZSE,主板,A_SHARE,listed,2021-09-08,False,False,2026-07-07,3.43,35732256.3,G 运输仓储,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001215,千味央厨,SZSE,主板,A_SHARE,listed,2021-09-06,False,False,2026-07-07,35.2,244489423.6,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001216,华瓷股份,SZSE,主板,A_SHARE,listed,2021-10-19,False,False,2026-07-07,13.95,96667139.4,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001217,华尔泰,SZSE,主板,A_SHARE,listed,2021-09-29,False,False,2026-07-07,8.71,40100061.65,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001218,丽臣实业,SZSE,主板,A_SHARE,listed,2021-10-15,False,False,2026-07-07,24.06,85189876.85,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001219,青岛食品,SZSE,主板,A_SHARE,listed,2021-10-21,False,False,2026-07-07,12.0,28531375.5,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001220,世盟股份,SZSE,主板,A_SHARE,listed,2026-02-03,False,,2026-07-07,28.79,25701088.1,G 运输仓储,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,insufficient_history
001221,悍高集团,SZSE,主板,A_SHARE,listed,2025-07-30,False,,2026-07-07,39.88,61771382.75,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,insufficient_history
001222,源飞宠物,SZSE,主板,A_SHARE,listed,2022-08-18,False,False,2026-07-07,13.69,31956944.65,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001223,欧克科技,SZSE,主板,A_SHARE,listed,2022-12-12,False,False,2026-07-07,39.1,210671205.3,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001225,和泰机电,SZSE,主板,A_SHARE,listed,2023-02-22,False,False,2026-07-07,39.99,59690026.25,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001226,拓山重工,SZSE,主板,A_SHARE,listed,2022-06-22,False,False,2026-07-07,47.09,96484167.35,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001227,兰州银行,SZSE,主板,A_SHARE,listed,2022-01-17,False,False,2026-07-07,2.04,96575213.75,J 金融业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001228,永泰运,SZSE,主板,A_SHARE,listed,2022-04-29,False,False,2026-07-07,27.16,39760471.3,L 商务服务,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001229,魅视科技,SZSE,主板,A_SHARE,listed,2022-08-08,False,False,2026-07-07,38.82,186706046.35,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001230,劲旅环境,SZSE,主板,A_SHARE,listed,2022-07-15,False,False,2026-07-07,17.42,73553950.15,N 公共环保,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001231,农心科技,SZSE,主板,A_SHARE,listed,2022-08-19,False,False,2026-07-07,18.39,25969421.65,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001233,海安集团,SZSE,主板,A_SHARE,listed,2025-11-25,False,,2026-07-07,43.0,79776850.2,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,insufficient_history
001234,泰慕士,SZSE,主板,A_SHARE,listed,2022-01-11,False,False,2026-07-07,19.7,39387958.4,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001236,弘业期货,SZSE,主板,A_SHARE,listed,2022-08-05,False,False,2026-07-07,6.98,98951463.85,J 金融业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001237,惠康科技,SZSE,主板,A_SHARE,listed,2026-05-22,False,,2026-07-07,61.78,360496185.3,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,insufficient_history
001238,浙江正特,SZSE,主板,A_SHARE,listed,2022-09-19,False,False,2026-07-07,27.82,23354993.75,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001239,永达股份,SZSE,主板,A_SHARE,listed,2023-12-12,False,,2026-07-07,12.74,44247339.25,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,insufficient_history
001248,C华润新能源,SZSE,主板,A_SHARE,listed,2026-07-02,False,,2026-07-07,18.51,9486373185.0,D 水电煤气,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,insufficient_history
001255,博菲电气,SZSE,主板,A_SHARE,listed,2022-09-30,False,False,2026-07-07,24.84,38574115.5,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001256,炜冈科技,SZSE,主板,A_SHARE,listed,2022-12-05,False,False,2026-07-07,29.21,175226841.0,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001257,盛龙股份,SZSE,主板,A_SHARE,listed,2026-03-31,False,,2026-07-07,26.11,1058281674.6,B 采矿业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,insufficient_history
001258,立新能源,SZSE,主板,A_SHARE,listed,2022-07-27,False,False,2026-07-07,6.72,162081300.65,D 水电煤气,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001259,利仁科技,SZSE,主板,A_SHARE,listed,2022-08-31,False,False,2026-07-07,61.9,233740579.4,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001260,坤泰股份,SZSE,主板,A_SHARE,listed,2023-02-16,False,False,2026-07-07,16.14,22154150.25,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001266,宏英智能,SZSE,主板,A_SHARE,listed,2022-02-28,False,False,2026-07-07,44.8,212577354.6,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001267,汇绿生态,SZSE,主板,A_SHARE,listed,2021-11-17,False,False,2026-07-07,41.61,2327747072.85,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001268,联合精密,SZSE,主板,A_SHARE,listed,2022-06-30,False,False,2026-07-07,28.47,122312418.15,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001269,欧晶科技,SZSE,主板,A_SHARE,listed,2022-09-30,False,False,2026-07-07,21.35,241211218.95,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001270,铖昌科技,SZSE,主板,A_SHARE,listed,2022-06-06,False,False,2026-07-07,165.6,1677592845.65,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001277,速达股份,SZSE,主板,A_SHARE,listed,2024-09-03,False,,2026-07-07,27.5,29476545.0,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,insufficient_history
001278,一彬科技,SZSE,主板,A_SHARE,listed,2023-03-08,False,False,2026-07-07,15.15,48098499.15,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001279,强邦新材,SZSE,主板,A_SHARE,listed,2024-10-11,False,,2026-07-07,27.1,38872549.05,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,insufficient_history
001280,中国铀业,SZSE,主板,A_SHARE,listed,2025-12-03,False,,2026-07-07,62.94,707804290.45,B 采矿业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,insufficient_history
001282,三联锻造,SZSE,主板,A_SHARE,listed,2023-05-24,False,,2026-07-07,18.03,130640669.05,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,insufficient_history
001283,豪鹏科技,SZSE,主板,A_SHARE,listed,2022-09-05,False,False,2026-07-07,47.98,229663476.6,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001285,瑞立科密,SZSE,主板,A_SHARE,listed,2025-09-30,False,,2026-07-07,41.02,59310602.9,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,insufficient_history
001286,陕西能源,SZSE,主板,A_SHARE,listed,2023-04-10,False,,2026-07-07,10.4,243352774.8,D 水电煤气,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,insufficient_history
001287,中电港,SZSE,主板,A_SHARE,listed,2023-04-10,False,,2026-07-07,29.2,1329589027.55,F 批发零售,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,insufficient_history
001288,运机集团,SZSE,主板,A_SHARE,listed,2021-11-01,False,False,2026-07-07,23.94,116247858.05,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001289,龙源电力,SZSE,主板,A_SHARE,listed,2022-01-24,False,False,2026-07-07,15.68,171725565.65,D 水电煤气,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001296,长江材料,SZSE,主板,A_SHARE,listed,2021-12-24,False,False,2026-07-07,19.97,107373800.45,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001298,好上好,SZSE,主板,A_SHARE,listed,2022-10-31,False,False,2026-07-07,20.55,230519569.4,F 批发零售,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001299,美能能源,SZSE,主板,A_SHARE,listed,2022-10-31,False,False,2026-07-07,10.18,66065537.6,D 水电煤气,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001300,三柏硕,SZSE,主板,A_SHARE,listed,2022-10-19,False,False,2026-07-07,11.4,62928808.15,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001301,尚太科技,SZSE,主板,A_SHARE,listed,2022-12-28,False,False,2026-07-07,58.95,419450547.0,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001306,夏厦精密,SZSE,主板,A_SHARE,listed,2023-11-16,False,,2026-07-07,57.44,57737143.45,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,insufficient_history
001308,康冠科技,SZSE,主板,A_SHARE,listed,2022-03-18,False,False,2026-07-07,19.95,123130876.9,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001309,德明利,SZSE,主板,A_SHARE,listed,2022-07-01,False,False,2026-07-07,851.0,12532286879.45,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001311,多利科技,SZSE,主板,A_SHARE,listed,2023-02-27,False,False,2026-07-07,19.67,85015899.55,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001312,福恩股份,SZSE,主板,A_SHARE,listed,2026-04-21,False,,2026-07-07,18.38,57579826.25,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,insufficient_history
001313,粤海饲料,SZSE,主板,A_SHARE,listed,2022-02-16,False,False,2026-07-07,8.07,140261514.75,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001314,亿道信息,SZSE,主板,A_SHARE,listed,2023-02-14,False,False,2026-07-07,56.91,295760056.35,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001316,润贝航科,SZSE,主板,A_SHARE,listed,2022-06-24,False,False,2026-07-07,31.08,119953953.1,F 批发零售,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001317,三羊马,SZSE,主板,A_SHARE,listed,2021-11-30,False,False,2026-07-07,45.1,249911485.2,G 运输仓储,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001318,阳光乳业,SZSE,主板,A_SHARE,listed,2022-05-20,False,False,2026-07-07,10.19,21617071.6,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001319,铭科精技,SZSE,主板,A_SHARE,listed,2022-05-12,False,False,2026-07-07,21.65,63716697.85,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001322,箭牌家居,SZSE,主板,A_SHARE,listed,2022-10-26,False,False,2026-07-07,6.36,44828379.1,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001323,慕思股份,SZSE,主板,A_SHARE,listed,2022-06-23,False,False,2026-07-07,16.4,24046363.6,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001324,长青科技,SZSE,主板,A_SHARE,listed,2023-05-22,False,,2026-07-07,19.34,64408101.55,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,insufficient_history
001325,元创股份,SZSE,主板,A_SHARE,listed,2025-12-18,False,,2026-07-07,36.29,41760989.75,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,insufficient_history
001326,联域股份,SZSE,主板,A_SHARE,listed,2023-11-09,False,,2026-07-07,56.62,97814368.4,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,insufficient_history
001328,登康口腔,SZSE,主板,A_SHARE,listed,2023-04-10,False,,2026-07-07,26.84,48089413.05,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,insufficient_history
001330,博纳影业,SZSE,主板,A_SHARE,listed,2022-08-18,False,False,2026-07-07,5.22,572322790.25,R 文化传播,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001331,胜通能源,SZSE,主板,A_SHARE,listed,2022-09-08,False,False,2026-07-07,61.0,788909123.45,D 水电煤气,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001332,锡装股份,SZSE,主板,A_SHARE,listed,2022-09-20,False,False,2026-07-07,33.56,137262438.0,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001333,光华股份,SZSE,主板,A_SHARE,listed,2022-12-08,False,False,2026-07-07,20.13,45529901.3,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001335,信凯科技,SZSE,主板,A_SHARE,listed,2025-04-15,False,,2026-07-07,34.39,86246828.5,F 批发零售,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,insufficient_history
001336,楚环科技,SZSE,主板,A_SHARE,listed,2022-07-25,False,False,2026-07-07,21.81,44036107.95,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001337,四川黄金,SZSE,主板,A_SHARE,listed,2023-03-03,False,False,2026-07-07,36.76,535418862.8,B 采矿业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001338,永顺泰,SZSE,主板,A_SHARE,listed,2022-11-16,False,False,2026-07-07,8.56,61190001.4,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001339,智微智能,SZSE,主板,A_SHARE,listed,2022-08-15,False,False,2026-07-07,101.31,1158054666.3,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001356,富岭股份,SZSE,主板,A_SHARE,listed,2025-01-23,False,,2026-07-07,8.45,25589477.4,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,insufficient_history
001358,兴欣新材,SZSE,主板,A_SHARE,listed,2023-12-21,False,,2026-07-07,25.95,67734772.65,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,insufficient_history
001359,平安电工,SZSE,主板,A_SHARE,listed,2024-03-28,False,,2026-07-07,107.68,564082505.8,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,insufficient_history
001360,南矿集团,SZSE,主板,A_SHARE,listed,2023-04-10,False,,2026-07-07,16.07,93892769.95,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,insufficient_history
001365,天海电子,SZSE,主板,A_SHARE,listed,2026-05-18,False,,2026-07-07,43.46,327060633.5,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,insufficient_history
001366,播恩集团,SZSE,主板,A_SHARE,listed,2023-03-07,False,False,2026-07-07,11.13,51347523.45,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001367,海森药业,SZSE,主板,A_SHARE,listed,2023-04-10,False,,2026-07-07,19.07,47594995.85,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,insufficient_history
001368,通达创智,SZSE,主板,A_SHARE,listed,2023-03-13,False,False,2026-07-07,21.81,36388060.1,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
001369,双欣材料,SZSE,主板,A_SHARE,listed,2025-12-30,False,,2026-07-07,12.64,301226056.1,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,insufficient_history
001373,翔腾新材,SZSE,主板,A_SHARE,listed,2023-06-01,False,,2026-07-07,28.6,58643623.75,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,insufficient_history
001376,百通能源,SZSE,主板,A_SHARE,listed,2023-11-03,False,,2026-07-07,10.11,134783481.35,D 水电煤气,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,insufficient_history
