date,nav,cash_weight,turnover,w_600111,w_000831,w_600392,w_600118,w_600879
2021-01-26,1.5918006289350208,0.29616532716353616,0.0,0.2125245859074552,0.16526984662467742,0.24747911468815786,0.0,0.07856112561617332
2021-01-27,1.5522883988749976,0.3037039730434956,0.0,0.20769810103322842,0.16161293843192878,0.24736227018958903,0.0,0.07962271730175821
2021-01-28,1.5424665119094383,0.30563785366339435,0.0,0.20470847599193107,0.16919137668129097,0.24163069193970224,0.0,0.07883160172368138
2021-01-29,1.5731460626170282,0.45873024631858605,0.15910063184175727,0.15000000000000002,0.1659545818692525,0.15000000000000002,0.0,0.0753151718121614
2021-02-01,1.550052273872501,0.4655647380178496,0.0,0.14552765068028745,0.16426392912541923,0.148676071654973,0.0,0.07596761052147068
2021-02-02,1.6013934597530135,0.4506385837935949,0.0,0.15060017242850254,0.16583052872396126,0.15826214243887043,0.0,0.07466857261507089
2021-02-03,1.651712427505763,0.4369100024809889,0.0,0.15528805232082513,0.16910200054965432,0.16884046415973347,0.0,0.06985948048879823
2021-02-04,1.6091811537243397,0.44845770106691485,0.0,0.14876621664584996,0.15883834633184565,0.1717794395473916,0.0,0.07215829640799791
2021-02-05,1.5309593598128397,0.47137089314222225,0.0,0.14135592738310326,0.15055175520925324,0.16254063365911364,0.0,0.07418079060630765
2021-02-08,1.5409362138119653,0.46831898318114495,0.0,0.14416922719592323,0.15039635235337015,0.16317871363563582,0.0,0.07393672363392584
2021-02-09,1.606131865444304,0.44930911111697114,0.0,0.14938933629224196,0.15555882098079749,0.17220097003247933,0.0,0.07354176157751001
2021-02-10,1.651023318932074,0.43709236115829375,0.0,0.15071299457722162,0.15710703259585015,0.18431709747484154,0.0,0.07077051419379293
2021-02-18,1.7143186032374964,0.4209542376992147,0.0,0.15584106683598625,0.15826207432580136,0.1952987614918729,0.0,0.06964385964712484
2021-02-19,1.7346660150111406,0.4160164980201033,0.0,0.15046438266847448,0.15333255940248106,0.20926123137857272,0.0,0.07092532853036831
2021-02-22,1.7732034132867711,0.4069751250150082,0.0,0.16192916904148735,0.16265839161727638,0.19823230953283932,0.0,0.07020500479338874
2021-02-23,1.783950992287452,0.40452326544805783,0.0,0.15888322219390846,0.15523017630934333,0.20923481546815387,0.0,0.07212852058053656
2021-02-24,1.7144362183179207,0.4209253590707812,0.0,0.15503247311711504,0.15105054125246148,0.19868163064559863,0.0,0.07430999591404368
2021-02-25,1.6921116133824956,0.42647877072178497,0.0,0.1566736545519415,0.1498929965968479,0.19306243528127648,0.0,0.07389214284814913
2021-02-26,1.6963409331900776,0.5769452396399279,0.15159425698377216,0.1,0.1503234787030277,0.1,0.0,0.07273128165704441
2021-03-01,1.7547375956372404,0.5577448324146441,0.0,0.10636337072925324,0.15946919406620608,0.1043488207212049,0.0,0.07207378206869176
2021-03-02,1.7360814031332616,0.5637384424739693,0.0,0.10511842012673742,0.1619908082743859,0.09682811980103088,0.0,0.07232420932387658
2021-03-03,1.783386835381227,0.5487849336967637,0.0,0.10954111100455002,0.17350261790364682,0.09756149750718318,0.0,0.07060983988785624
2021-03-04,1.8077219465090635,0.5413973250146968,0.0,0.10544556690718701,0.1772967008203074,0.10106724908549702,0.0,0.07479315817231173
2021-03-05,1.7515713356053055,0.5587530500846838,0.0,0.10109744125644034,0.17016772212569492,0.09403765216221965,0.0,0.07594413437096124
2021-03-08,1.7375985392791335,0.5632462298318881,0.0,0.10541616744647382,0.172181898866312,0.08532374977615192,0.0,0.0738319540791742
2021-03-09,1.6702267889309166,0.5859658297283175,0.0,0.09872682235339945,0.16199546728550482,0.0798792409401966,0.0,0.07343263969258168
2021-03-10,1.6867047356246214,0.5802413460634156,0.0,0.09926713664172533,0.17097402131890485,0.07723378726296938,0.0,0.07228370871298485
2021-03-11,1.7285231109490862,0.5662034947701635,0.0,0.10552912345834609,0.17803587077576227,0.07853853474069969,0.0,0.07169297625502839
2021-03-12,1.7268639243356154,0.566747508253672,0.0,0.10626743550352971,0.17918162532267184,0.07730609755837946,0.0,0.07049733336174693
2021-03-15,1.7198904601331726,0.569045441495493,0.0,0.10591122888335794,0.17591198852069356,0.07771334274875202,0.0,0.07141799835170352
2021-03-16,1.6925324111414246,0.5782434769153676,0.0,0.10242447094203953,0.17021958434647652,0.07611001216495118,0.0,0.07300245563116523
2021-03-17,1.6997584404599098,0.575785242722818,0.0,0.10144151768745399,0.17089878410805237,0.0781117726388505,0.0,0.07376268284282518
2021-03-18,1.6768374656823468,0.5836557485385813,0.0,0.09793396353487785,0.1651209808857715,0.07840982863383533,0.0,0.07487947840693407
2021-03-19,1.6672564517461756,0.5870097699639101,0.0,0.09773556794755657,0.16127453062444322,0.0773606172465944,0.0,0.07661951421749572
2021-03-22,1.6594043135163177,0.5897874425410451,0.0,0.0974332607890012,0.15772680464330407,0.07675448896871177,0.0,0.0782980030579378
2021-03-23,1.6209606067483449,0.6037752072048416,0.0,0.09337629649859865,0.15013194081796613,0.07424551631335517,0.0,0.07847103916523843
2021-03-24,1.5984454451692718,0.6122797804380029,0.0,0.08950443472660562,0.14399812693552883,0.07236443941082017,0.0,0.08185321848904242
2021-03-25,1.6035382950714638,0.6103351751675821,0.0,0.09148892444519681,0.14485286079635973,0.07263764014614775,0.0,0.0806853994447137
2021-03-26,1.6218645842888397,0.6034386814356077,0.0,0.09462839131928122,0.14840508206893427,0.07465174621054643,0.0,0.07887609896563033
2021-03-29,1.619231575126107,0.6044199243916955,0.0,0.09410300970097127,0.14726042100427922,0.07397608758565057,0.0,0.08024055731740341
2021-03-30,1.6619119177956208,0.5888975316504867,0.0,0.09799896670146026,0.1547880430175113,0.07925963201859719,0.0,0.07905582661194442
2021-03-31,1.6468211404922193,0.5942939413067316,0.0,0.09519798384564057,0.15177748306636765,0.08160230621100442,0.0,0.07712828557025575
2021-04-01,1.6459238966398286,0.5946179092535115,0.0,0.09586671597957565,0.15168978369179092,0.08032358286030847,0.0,0.0775020082148134
2021-04-02,1.6365216988790718,0.598034127430587,0.0,0.09517673125996112,0.14981860213842574,0.07891206949337046,0.0,0.07805846967765563
2021-04-06,1.639751955672753,0.596856020097766,0.0,0.09581478095940904,0.14978008369529436,0.07875661534208707,0.0,0.07879249990544361
2021-04-07,1.6515390890534285,0.5925962229397199,0.0,0.09907552389937195,0.1514288298575523,0.07922018675944455,0.0,0.07767923654391132
2021-04-08,1.6494032845923383,0.5933635729676985,0.0,0.09920381632361155,0.15332569856095668,0.0764374151203158,0.0,0.07766949702741748
2021-04-09,1.6564525952653086,0.5908384151818199,0.0,0.10062038608678212,0.1541127097648902,0.07577124970270196,0.0,0.07865723926380583
2021-04-12,1.6257318745265543,0.6020032217768894,0.0,0.09846252670424163,0.14744811417385234,0.07239027731833925,0.0,0.07969586002667735
2021-04-13,1.6049160366136002,0.6098112324152684,0.0,0.09557498804722231,0.1452528904000172,0.07282658376281521,0.0,0.07653430537467694
2021-04-14,1.6132294724306049,0.6066686996089872,0.0,0.0962886935341762,0.1470257963390425,0.07365130873820733,0.0,0.07636550177958676
2021-04-15,1.6191461890008116,0.6044517986447715,0.0,0.09771344148049918,0.1470083017880297,0.07462762500025795,0.0,0.0761988330864417
2021-04-16,1.6162798682919515,0.6055237372006815,0.0,0.09663042686072376,0.14483911199096872,0.07520912879053163,0.0,0.07779759515709442
2021-04-19,1.6352835505624617,0.5984869265478404,0.0,0.10006038428747101,0.1471015119661479,0.07645616305002503,0.0,0.07789501414851562
2021-04-20,1.6522339297450306,0.5923470088532792,0.0,0.10225988343095067,0.14873344790412596,0.08011446074578606,0.0,0.07654519906585819
2021-04-21,1.6492161905179124,0.5934308866462332,0.0,0.10383211093080112,0.1465391837712978,0.08050560357431172,0.0,0.07569221507735617
2021-04-22,1.6486016744536705,0.5936520879336711,0.0,0.10294706203551461,0.1446369533353241,0.08293308771999394,0.0,0.07583080897549635
2021-04-23,1.6434470169954765,0.5955140726103867,0.0,0.10321847407598828,0.14534664814331122,0.08118086358615527,0.0,0.0747399415841585
2021-04-26,1.6365619874447388,0.5980194051424006,0.0,0.10184331601779648,0.14510105794553066,0.08009303943375141,0.0,0.0749431814605208
2021-04-27,1.6331278424349867,0.5992769217326773,0.0,0.10345622961425592,0.14403198964593325,0.07947119258676939,0.0,0.07376366642036414
2021-04-28,1.6505950328850345,0.5929351577532189,0.0,0.10605196546241881,0.14658672630799396,0.08034061437618839,0.0,0.07408553610017993
2021-04-29,1.6344431708199083,0.5987946498741897,0.0,0.10280356710781022,0.14571824814628964,0.07753186472506102,0.0,0.07515167014664938
2021-04-30,1.6320012471379992,0.5451565503226465,0.054501377424639424,0.10222603561328517,0.2,0.07813787254099729,0.0,0.07447954152307089
2021-05-06,1.6463310446422665,0.5404114639685555,0.0,0.10210706527314646,0.20528549880092425,0.07814365464604339,0.0,0.07405231731133029
2021-05-07,1.6720482187384658,0.5320995890197895,0.0,0.10605168554086508,0.2078932808363989,0.08104209943080445,0.0,0.07291334517214203
2021-05-10,1.6963004597063744,0.5244920880148869,0.0,0.10767749836141752,0.21333151456994348,0.08316435595357145,0.0,0.07133454310018071
2021-05-11,1.663665221956478,0.5347807709568648,0.0,0.10455198121523952,0.20685489682023828,0.07965661080773996,0.0,0.07415574019991746
2021-05-12,1.672520081542578,0.5319494694445972,0.0,0.10485835873596683,0.210024788264171,0.07918665733860483,0.0,0.0739807262166601
2021-05-13,1.636522789699951,0.5436503393729889,0.0,0.10096138051867305,0.20463093317633407,0.07526051371380738,0.0,0.07549683321819661
2021-05-14,1.64255723754962,0.5416530697823747,0.0,0.10059046730381341,0.20552239761560323,0.07513133702019888,0.0,0.07710272827800979
2021-05-17,1.6539374007348042,0.5379261449778803,0.0,0.10204669096616706,0.20853780420924067,0.07568727121676751,0.0,0.07580208862994443
2021-05-18,1.6531316685673652,0.5381883288117251,0.0,0.10224995672715237,0.20700671597678524,0.07528503893245171,0.0,0.07726995955188559
2021-05-19,1.6623349037437574,0.5352087404339024,0.0,0.10356690176619357,0.2071364146058323,0.07724577566425382,0.0,0.07684216752981786
2021-05-20,1.6349379696010113,0.5441773244945369,0.0,0.10111099264544493,0.20164541629835483,0.07582681011105588,0.0,0.07723945645060744
2021-05-21,1.6290635888674583,0.5461396203880138,0.0,0.10017729147749692,0.20296427946927756,0.07431780159228062,0.0,0.07640100707293118
2021-05-24,1.6128918584691008,0.551615513055213,0.0,0.09703794109970186,0.20081565026808068,0.07291258121277124,0.0,0.0776183143642333
2021-05-25,1.6236470980730755,0.5479615435323903,0.0,0.09785410336934225,0.20174150764822224,0.07421798440479402,0.0,0.0782248610452512
2021-05-26,1.6576974606873534,0.5367059979950153,0.0,0.10038623871288756,0.20632025559184447,0.07931083661429349,0.0,0.0772766710859592
2021-05-27,1.6565977527063833,0.5370622823546103,0.0,0.1005039477157417,0.20506066434977752,0.08004513551575122,0.0,0.07732797006411922
2021-05-28,1.6567551430803382,0.5370112618801546,0.0,0.1011582348823361,0.2042266047054616,0.079404631107179,0.0,0.07819926742486873
2021-05-31,1.6855484396221467,0.5278377939772848,0.0,0.10685860939101884,0.20805827096788013,0.08005803051935344,0.0,0.07718729514446279
2021-06-01,1.676521678725086,0.5306797885778487,0.0,0.10768627046031506,0.20641858812005595,0.07837221290792358,0.0,0.07684313993385673
2021-06-02,1.6744757436873503,0.5313281923408548,0.0,0.10716103569849816,0.20736161942651188,0.07851614032400814,0.0,0.07563301221012693
2021-06-03,1.7075729020251378,0.5210296842710795,0.0,0.10894845345592198,0.21079416624853464,0.08474096072012745,0.0,0.07448673530433647
2021-06-04,1.7078283623550028,0.520951747624782,0.0,0.10804048832733709,0.20873064411487344,0.08652297554103097,0.0,0.07575414439197643
2021-06-07,1.700640816713199,0.5231534850089684,0.0,0.10809913596554527,0.20700541146100934,0.0855606615426335,0.0,0.07618130602184346
2021-06-08,1.6781009212825098,0.5301803715905518,0.0,0.10546751150146255,0.20197346620472462,0.08430662661257791,0.0,0.0780720240906831
2021-06-09,1.6718064505742058,0.5321765385618829,0.0,0.10475130531899986,0.20400243918420732,0.08081258772278287,0.0,0.07825712921212707
2021-06-10,1.6702295294228642,0.5326789847377663,0.0,0.105204770538966,0.20234817055810075,0.07958500512157186,0.0,0.08018306904359508
2021-06-11,1.6487603404374913,0.5396152176828388,0.0,0.10370122241613669,0.2005395868731198,0.07690334109174732,0.0,0.07924063193615732
2021-06-15,1.6335161820933588,0.5446509681170457,0.0,0.1003185564657368,0.19934242279299333,0.0755965452033469,0.0,0.08009150742087716
2021-06-16,1.6273705619496484,0.5467077940417703,0.0,0.0965904854194183,0.19867358603934684,0.075733337722559,0.0,0.08229479677690554
2021-06-17,1.631865021567851,0.545202059148993,0.0,0.09663551579451966,0.20107998586293693,0.07646387073823467,0.0,0.08061856845531568
2021-06-18,1.6438485328078787,0.5412275840842264,0.0,0.09732061060341883,0.2009042335252322,0.07664245897210946,0.0,0.0839051128150131
2021-06-21,1.6457783498826313,0.5405929480573476,0.0,0.09802897073670472,0.19902863194018972,0.07655258907803414,0.0,0.08579686018772384
2021-06-22,1.6908849261530714,0.5261719211349021,0.0,0.0993165336065419,0.2129885923193595,0.07866051799671109,0.0,0.08286243494248549
2021-06-23,1.6836686442134061,0.5284271184058702,0.0,0.09833526588158592,0.2119548305109086,0.07741674928645587,0.0,0.08386603591517942
2021-06-24,1.707807643228007,0.5209580678128084,0.0,0.09808471442832502,0.22205416876628528,0.07835336128267095,0.0,0.08054968770991033
2021-06-25,1.7015772095393076,0.5228655890689138,0.0,0.09834441963783568,0.2189016251440019,0.07882986593968017,0.0,0.08105850020956844
2021-06-28,1.685521080598001,0.5278463617294873,0.0,0.09737391599868084,0.2172122428759409,0.07714025102644134,0.0,0.08042722836944964
2021-06-29,1.6877060921509395,0.5271629782873587,0.0,0.0982002769317556,0.21795913523191682,0.07818738353702291,0.0,0.07849022601194593
2021-06-30,1.6971385686380924,0.5242330746899269,0.0,0.10034634681456867,0.21777014160188735,0.07884593028754966,0.0,0.07880450660606747
2021-07-01,1.6642956050505977,0.5345782127358081,0.0,0.09907326313376093,0.2116418771680776,0.07773634130221684,0.0,0.07697030566013657
2021-07-02,1.6960727669560596,0.5245624995257403,0.0,0.10006024048929844,0.22268116200723748,0.07856258427833077,0.0,0.07413351369939308
2021-07-05,1.7515575860863248,0.5079457147623354,0.0,0.10655066940039896,0.23257798345098984,0.08072493328295689,0.0,0.07220069910331893
2021-07-06,1.8019471261804543,0.493741551616932,0.0,0.10657587533509669,0.2486495079051942,0.08075040116899306,0.0,0.0702826639737841
2021-07-07,1.858375008513626,0.47874953437068113,0.0,0.11126099506850756,0.2550010953724922,0.08615437843802543,0.0,0.06883399675029372
2021-07-08,1.874065401075142,0.4747412600977502,0.0,0.11854550021643975,0.2509115084408026,0.0867672801077462,0.0,0.06903445113726116
2021-07-09,1.957331836257372,0.45454539364832647,0.0,0.12487001860945503,0.26377864712825483,0.09135901993519427,0.0,0.06544692067876949
2021-07-12,2.0161607165622573,0.4412823653905049,0.0,0.13335332197662095,0.2713818298096453,0.08981345339230606,0.0,0.06416902943092267
2021-07-13,1.9849441815082707,0.44822226151264755,0.0,0.13707013363497117,0.2622460705418999,0.08765002523824612,0.0,0.06481150907223523
2021-07-14,1.9827975682676569,0.44870751520505636,0.0,0.13406113678212975,0.27128098241029974,0.08290409846255972,0.0,0.06304626713995447
2021-07-15,2.079788083226389,0.42778212702893104,0.0,0.14058200822747813,0.2844928308977322,0.08694942647026523,0.0,0.06019360737559341
2021-07-16,2.0881908504416806,0.42606075485093964,0.0,0.13357459104696195,0.2868564295760897,0.09181405996573046,0.0,0.061694164560278195
2021-07-19,2.0765323764213512,0.4284528284337614,0.0,0.13750236404267283,0.28261776990260673,0.08964938126514557,0.0,0.061777656355813476
2021-07-20,2.099240726051491,0.4238180781131555,0.0,0.14105253499902423,0.28736696665672506,0.08656635819745478,0.0,0.061196062033640426
2021-07-21,2.193774374130994,0.40555500169174763,0.0,0.1485103269253914,0.29932721736849577,0.0877996050329798,0.0,0.05880784898138539
2021-07-22,2.1793008789340154,0.4082484335284602,0.0,0.15326219621033824,0.2931762826855918,0.08653215343849971,0.0,0.0587809341371101
2021-07-23,2.151635842486479,0.41349755959812207,0.0,0.15067174732301353,0.2850285888745453,0.09008141499300724,0.0,0.06072068921131195
2021-07-26,2.1680442865129113,0.41036807944684484,0.0,0.15561881179077694,0.28420528208520696,0.0902181240915125,0.0,0.059589702585658794
2021-07-27,2.1043351552543426,0.422792048020732,0.0,0.1577974007040232,0.2734783485696023,0.08367370969618147,0.0,0.0622584930094611
2021-07-28,2.1000443993084863,0.4236558857064985,0.0,0.15445384580463525,0.284043827725997,0.07961978935348357,0.0,0.05822665140938569
2021-07-29,2.20740290461168,0.4030511005278038,0.0,0.16162073815478908,0.2973044882577151,0.08155728867303337,0.0,0.056466384386658644
2021-07-30,2.3184130222316077,0.7140903642662817,0.3304649497766031,0.05,0.1,0.08232165756841983,0.0,0.053587978165298526
2021-08-02,2.3163759705363987,0.714718344786527,0.0,0.051198250649199625,0.09853743368587878,0.08034029267582418,0.0,0.05520567820257047
2021-08-03,2.288158878307597,0.7235321005285995,0.0,0.04764699062807584,0.0904159951542906,0.08323392463886717,0.0,0.05517098905016691
2021-08-04,2.3356138171485235,0.7088313947321463,0.0,0.050637459400335996,0.0960555063437802,0.08972467620664239,0.0,0.0547509633170951
2021-08-05,2.349348669559647,0.7046873974118841,0.0,0.049224613392689104,0.10319039101973135,0.08676333758353008,0.0,0.05613426059216534
2021-08-06,2.3747274172577604,0.6971563925752917,0.0,0.04909840764955643,0.10633798399381005,0.09133666912596405,0.0,0.056070546655377765
2021-08-09,2.3856090307714006,0.6939764136580778,0.0,0.04649671962601451,0.11600215357565043,0.08740492539687884,0.0,0.05611978774337837
2021-08-10,2.3813319053979316,0.6952228691062736,0.0,0.04580372057827402,0.11511835065853682,0.08580119486522625,0.0,0.05805386479168926
2021-08-11,2.415272231645051,0.6854533322885319,0.0,0.046484350759763336,0.12485842155937017,0.08536331964497879,0.0,0.057840575747355745
2021-08-12,2.400923015071401,0.6895499727282279,0.0,0.04525303797037861,0.12573360066444964,0.08271663016189294,0.0,0.05674675847505093
2021-08-13,2.3888351478544645,0.6930391999012571,0.0,0.0459527453200113,0.12188532280459802,0.08208882631688628,0.0,0.05703390565724727
2021-08-16,2.3323296723006592,0.7098294976164257,0.0,0.04236265460388655,0.11504128364915722,0.07567675130325059,0.0,0.05708981282728003
2021-08-17,2.3411869071344533,0.7071440535225844,0.0,0.04099629974255448,0.12076881025477934,0.07514936506796206,0.0,0.05594147141211979
2021-08-18,2.344297612643096,0.7062057268823007,0.0,0.04165606564763314,0.1205821446941821,0.07460251399253096,0.0,0.056953548783353125
2021-08-19,2.3680337807331235,0.6991270196544719,0.0,0.04236762266310024,0.12646005495138612,0.07443358217027467,0.0,0.05761172056076701
2021-08-20,2.401484063933897,0.6893888759990667,0.0,0.04342152928238306,0.13490964320796256,0.07524346789907703,0.0,0.057036483611510584
2021-08-23,2.426286352582224,0.6823417185704816,0.0,0.0470663569325678,0.13501082282442428,0.07882777809563622,0.0,0.056753323576889995
2021-08-24,2.416887212607457,0.6849953075712476,0.0,0.04770431296973068,0.13128276185498694,0.07866726888346716,0.0,0.05735034872056756
2021-08-25,2.435166583340428,0.6798534485858699,0.0,0.04733596317681528,0.13525591983749144,0.08056011722150627,0.0,0.05699455117831707
2021-08-26,2.426285569292369,0.6823419388542572,0.0,0.04811686883554449,0.12970231060470244,0.08158611201539676,0.0,0.05825276969009904
2021-08-27,2.4183699519900776,0.6845753265345951,0.0,0.049317963579839585,0.1288465699926088,0.07971930320309296,0.0,0.05754083668986362
2021-08-30,2.4522203808906315,0.6751254546558219,0.0,0.052285222002142764,0.13065375448991995,0.08437306200331147,0.0,0.05756250684880404
2021-08-31,2.5053559565764387,0.757677795461867,0.09693499207967825,0.05,0.05,0.0862763833132761,0.0,0.05604582122485694
2021-09-01,2.458521726021326,0.7721113699890187,0.0,0.04704348211032533,0.04585813418235182,0.07913121373144509,0.0,0.05585579998685896
2021-09-02,2.4650653499620763,0.7700617665390888,0.0,0.048494261454558964,0.04535243743102646,0.0775801836386064,0.0,0.05851135093671948
2021-09-03,2.427860845103818,0.7818621820333043,0.0,0.04572696043267391,0.04145083539334773,0.07252594537861057,0.0,0.0584340767620635
2021-09-06,2.433609172014849,0.7800153779230211,0.0,0.04679544901139911,0.04108158144126156,0.07411049367542952,0.0,0.05799709794888872
2021-09-07,2.452633894810552,0.7739649125956156,0.0,0.05045039647089821,0.042216812960277926,0.07567233745493523,0.0,0.057695540518273046
2021-09-08,2.4484147928122146,0.7752986069185552,0.0,0.0494676633631258,0.04082417004178803,0.07468314720337502,0.0,0.05972641247315589
2021-09-09,2.463279405184267,0.7706200823304872,0.0,0.05219660908507715,0.04100673946497603,0.07658905963280925,0.0,0.05958750948665042
2021-09-10,2.4829530958105095,0.7645140704546605,0.0,0.05304341345051119,0.04320836832281483,0.08143733858380456,0.0,0.057796809188208904
2021-09-13,2.4809672032555135,0.7651260264687156,0.0,0.0510014420035327,0.043722051659271455,0.08208747153180528,0.0,0.05806300833667488
2021-09-14,2.481025797552085,0.7651079565150077,0.0,0.0500072491929753,0.042345865270956774,0.08631004565157849,0.0,0.05622888336948167
2021-09-15,2.4741831559208345,0.7672239516640016,0.0,0.04842319843375964,0.04050574846715635,0.08687460737642799,0.0,0.05697249405865448
2021-09-16,2.447106882158441,0.7757129824880236,0.0,0.04688198929639283,0.038741175173024195,0.08269615908743524,0.0,0.055967693955124104
2021-09-17,2.432765584486085,0.7802858566116609,0.0,0.04418416411367896,0.03684328648550477,0.08209000817395715,0.0,0.056596684615198185
2021-09-22,2.4309332117827807,0.7808740153062314,0.0,0.04453702531184904,0.03849186332152684,0.07923328797152276,0.0,0.056863808088870024
2021-09-23,2.443435462784092,0.776878541274502,0.0,0.04500857091935063,0.04042991540694371,0.0790258545350841,0.0,0.05865711786411962
2021-09-24,2.4423498349774113,0.777223864837385,0.0,0.043411001758723866,0.04449447770544624,0.07678323310293576,0.0,0.05808742259550911
2021-09-27,2.396806931768278,0.7919922764182057,0.0,0.039809509877644624,0.04080319006441661,0.07040455081117131,0.0,0.05699047282856186
2021-09-28,2.3866912940452556,0.7953490184349326,0.0,0.040043332580712195,0.03870736229212112,0.06843964493842983,0.0,0.05746064175380429
2021-09-29,2.353149926600261,0.8066857774628131,0.0,0.03802030858907228,0.035358436967569906,0.06451567973931094,0.0,0.05541979724123377
2021-09-30,2.3677313417324988,0.8017178911172913,0.0,0.04036398537724892,0.03690701666367127,0.0655485164137698,0.0,0.055462590428018675
2021-10-08,2.3580638723627714,0.8050047330244925,0.0,0.040491818278700756,0.03479002055225434,0.0635606574712818,0.0,0.05615277067327064
2021-10-11,2.360251400837794,0.8042586384451633,0.0,0.040886855273187785,0.034002375363098754,0.06367254362504554,0.0,0.057179587293504565
2021-10-12,2.341370437050716,0.8107442325176056,0.0,0.03904577965262591,0.031898083183245836,0.0616034118371432,0.0,0.05670849280937942
2021-10-13,2.352290257039048,0.8069805893833547,0.0,0.041308296451122974,0.03253603585717321,0.06327109383002277,0.0,0.05590398447832632
2021-10-14,2.3493681938200432,0.8079842840383221,0.0,0.04049053540303527,0.03187381748694061,0.06290366296743924,0.0,0.05674770010426278
2021-10-15,2.3543326116464605,0.8062805436393223,0.0,0.041413870629733486,0.03194684815280021,0.06342167672870253,0.0,0.05693706084944147
2021-10-18,2.363550847947799,0.8031359171622179,0.0,0.04135564494350911,0.03281873272087861,0.06474344640132727,0.0,0.05794625877206704
2021-10-19,2.361302412043956,0.8039006644570172,0.0,0.040163700483472495,0.03394063202795044,0.06422464915544097,0.0,0.05777035387611888
2021-10-20,2.3726501417707695,0.8000558298112082,0.0,0.04175831051291952,0.03452047976677115,0.06517476205850126,0.0,0.05849061785059994
2021-10-21,2.393634920523844,0.7930418134151651,0.0,0.04455412485288971,0.03695821190226833,0.06686012045358333,0.0,0.058585729376093576
2021-10-22,2.3798914547021317,0.7976214941549423,0.0,0.04346847367893029,0.03565480699438696,0.06494257714685167,0.0,0.05831264802488874
2021-10-25,2.399780215341061,0.791011012546543,0.0,0.04682619792766007,0.03712956767043568,0.0662185568221303,0.0,0.05881466503323093
2021-10-26,2.4092108480144794,0.7879146732177943,0.0,0.04833800160864411,0.03702990951658418,0.06873693848525567,0.0,0.057980477171721764
2021-10-27,2.40698978290728,0.7886417264859725,0.0,0.04865923591411525,0.03635078076127382,0.06846540796712655,0.0,0.05788284887151182
2021-10-28,2.371755430750616,0.8003576394996732,0.0,0.04628461397729073,0.03405090548349317,0.0651653549072773,0.0,0.05414148613226562
2021-10-29,2.377450519528139,0.7984404143993904,0.0,0.04594035170377647,0.034848892831483694,0.06568749335156755,0.0,0.05508284771378183
2021-11-01,2.361037654550747,0.8039908107214362,0.0,0.04200129574939683,0.03367407581592965,0.06317327190461883,0.0,0.05716054580861849
2021-11-02,2.3580462123609993,0.8050107619076149,0.0,0.04110392718056233,0.0332500620581128,0.06209091900127799,0.0,0.058544329852431985
2021-11-03,2.3684113982707236,0.8014876889260403,0.0,0.04158939406967224,0.0347216681606412,0.06375954226316163,0.0,0.05844170658048469
2021-11-04,2.3797597253287077,0.7976656457466077,0.0,0.042631493612669935,0.036082257133292724,0.06423471156950503,0.0,0.059385891937924595
2021-11-05,2.381687350933813,0.79702005272935,0.0,0.04214036039672945,0.03661681603857533,0.06496131090303285,0.0,0.059261459932312376
2021-11-08,2.40011109507381,0.7909019636308614,0.0,0.04562682387853469,0.037775594208489055,0.0671164063850395,0.0,0.05857921189707528
2021-11-09,2.3947075144163232,0.7926866085308821,0.0,0.04528490106748578,0.036123592169099696,0.06666183571389998,0.0,0.05924306251863239
2021-11-10,2.390600690580529,0.7940483684730828,0.0,0.044230021433460644,0.036618403634485215,0.06492145565274689,0.0,0.06018175080622451
2021-11-11,2.385633667682679,0.7957016216450323,0.0,0.04361504103717574,0.03642707046915586,0.06417793886581663,0.0,0.06007832798281939
2021-11-12,2.3914766542958668,0.7937575199056269,0.0,0.043870430314420714,0.03677987009887952,0.0639874227356719,0.0,0.061604756945400935
2021-11-15,2.3752806365456123,0.7991698112719582,0.0,0.04181485055113366,0.035140202303477856,0.06269263484797466,0.0,0.06118250102545567
2021-11-16,2.365603055721683,0.8024391807555334,0.0,0.04130100344371682,0.034967594752092164,0.061858489732328284,0.0,0.059433731316329313
2021-11-17,2.379947616702543,0.7976026718840787,0.0,0.04318767459150076,0.035690960647957994,0.06375537089068503,0.0,0.0597633219857775
2021-11-18,2.3838683417667923,0.7962908625311129,0.0,0.043693891477885605,0.036158572283774476,0.06419164387556177,0.0,0.05966502983166517
2021-11-19,2.388915271934239,0.7946085825342522,0.0,0.04291406484038912,0.03567676427697996,0.06429227429047077,0.0,0.06250831405790801
2021-11-22,2.410717548481058,0.787422225893756,0.0,0.0450854296140832,0.03888769195903692,0.0668880017932922,0.0,0.06171665073983175
2021-11-23,2.4091715192607124,0.7879275356071777,0.0,0.045317040497025396,0.038912647221707015,0.06586003078739562,0.0,0.06198274588669437
2021-11-24,2.428991231836892,0.7814983245495561,0.0,0.04817280023435282,0.04134092511938491,0.06840952900900002,0.0,0.06057842108770608
2021-11-25,2.424916310412278,0.7828115840019887,0.0,0.04820798745640867,0.040856683977017916,0.06759353810161073,0.0,0.06053020646297398
2021-11-26,2.4433866824111123,0.7768940510688691,0.0,0.04987830412171821,0.04143068027009116,0.07269203891248369,0.0,0.059104925626837855
2021-11-29,2.4390519610710313,0.7782747593423704,0.0,0.049602957012245485,0.040998931779277166,0.07146595355252676,0.0,0.05965739831358019
