quant_rank,code,stock_name,industry,industry_source,industry_update_date,latest_trade_date,latest_close,price_percentile_5y,price_percentile_1y,distance_from_52w_low_pct,ma20,ma60,ma120,ma250,ma20_slope_pct,ma60_slope_pct,trend_confirmation_level,atr14,relative_strength_20d,relative_strength_60d,avg_turnover_20d,quant_score,quant_status,hard_blockers,soft_blockers,rejection_reasons
290,001269,欧晶科技,C42废弃资源综合利用业,baostock.query_stock_industry,2026-07-06,2026-07-10,19.79,0.0044,0.012,2.9657,22.51,23.41,23.8,25.29,-7.8942,-0.7265,NONE,1.53,-31.4309,-21.3872,184304072.85,48.3165,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
291,002434,万里扬,C36汽车制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,6.0,0.1256,0.02,0.8403,6.42,7.14,8.1,8.46,-3.6595,-2.1073,NONE,0.32,-13.9746,-30.5421,162085633.1,48.2348,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
292,000520,凤凰航运,G55水上运输业,baostock.query_stock_industry,2026-07-06,2026-07-10,4.34,0.736,0.272,20.2216,4.26,4.1,4.26,4.54,0.1175,0.7787,MEDIUM,0.28,2.2691,4.0662,190450626.05,48.2122,SECONDARY_RESEARCH,,,
293,002839,张家港行,J66货币金融服务,baostock.query_stock_industry,2026-07-06,2026-07-10,4.09,0.16,0.04,4.8718,4.11,4.31,4.43,4.49,-0.7729,-0.6869,NONE,0.1,-5.3015,-12.5236,91332159.7,48.2119,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
294,002507,涪陵榨菜,C14食品制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,11.02,0.004,0.02,2.037,11.23,11.78,12.37,12.77,-0.9696,-0.8571,NONE,0.3,-7.0423,-15.203,100520587.55,48.2039,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
295,002978,安宁股份,B09有色金属矿采选业,baostock.query_stock_industry,2026-07-06,2026-07-10,25.6,0.0408,0.02,2.3591,26.55,28.94,32.83,32.3,-0.1598,-2.086,NONE,1.07,-3.1137,-26.9285,118819126.15,48.1977,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
296,002918,蒙娜丽莎,C30非金属矿物制品业,baostock.query_stock_industry,2026-07-06,2026-07-10,9.4,0.1776,0.136,12.8451,10.48,12.12,13.28,13.23,-5.3803,-1.3377,NONE,0.48,-20.5549,-23.0485,157621250.0,48.1903,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
297,002524,光正眼科,Q84卫生,baostock.query_stock_industry,2026-07-06,2026-07-10,3.78,0.1176,0.1,14.1994,3.51,3.89,4.24,4.37,-0.82,-1.4716,NONE,0.24,3.9816,-13.7863,75666967.95,48.1842,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
298,001227,兰州银行,J66货币金融服务,baostock.query_stock_industry,2026-07-06,2026-07-10,2.03,0.0046,0.02,1.5,2.07,2.14,2.22,2.34,-0.8383,-0.7337,NONE,0.04,-6.0057,-12.9923,93096098.15,48.1807,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
299,000009,中国宝安,J69其他金融业,baostock.query_stock_industry,2026-07-06,2026-07-10,6.17,0.0032,0.016,1.3136,6.52,7.57,8.48,9.35,-2.948,-2.737,NONE,0.21,-11.2379,-35.4181,167345531.25,48.1767,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
300,000059,华锦股份,C25石油、煤炭及其他燃料加工业,baostock.query_stock_industry,2026-07-06,2026-07-10,4.06,0.0416,0.044,8.2667,4.07,4.67,5.21,5.23,-1.5493,-2.1895,NONE,0.21,-5.3298,-28.8285,128937095.65,48.171,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
301,003013,地铁设计,M74专业技术服务业,baostock.query_stock_industry,2026-07-06,2026-07-10,15.31,0.3336,0.764,18.9588,15.35,14.58,14.47,14.79,-0.8109,1.0473,NONE,1.01,0.6878,11.8153,140739511.25,48.1545,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
302,000735,罗 牛 山,A03畜牧业,baostock.query_stock_industry,2026-07-06,2026-07-10,5.0,0.0912,0.044,5.2632,4.99,5.76,6.65,7.03,-0.696,-2.4125,NONE,0.2,-2.4966,-30.4693,125078868.55,48.1466,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
303,002075,沙钢股份,C31黑色金属冶炼和压延加工业,baostock.query_stock_industry,2026-07-06,2026-07-10,3.4,0.0192,0.024,3.0303,3.54,4.01,4.71,5.35,-1.2556,-2.7621,NONE,0.13,-3.045,-32.3999,131256263.85,48.1269,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
304,002041,登海种业,A05农、林、牧、渔专业及辅助性活动,baostock.query_stock_industry,2026-07-06,2026-07-10,8.2,0.0456,0.064,4.1931,8.27,9.06,9.85,9.76,-0.3675,-1.9376,NONE,0.25,-1.0664,-25.1301,107440392.5,48.1142,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
305,000564,供销大集,F52零售业,baostock.query_stock_industry,2026-07-06,2026-07-10,1.36,0.2656,0.032,4.6154,1.4,1.62,1.92,2.24,-3.3564,-2.7477,NONE,0.06,-6.8664,-32.0933,384266488.4,48.0551,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
306,002332,仙琚制药,C27医药制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,8.25,0.0104,0.048,2.8678,8.28,8.55,8.85,9.4,-0.235,-0.7046,NONE,0.2,-4.252,-11.8412,84498687.55,48.0385,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
307,002034,旺能环境,D44电力、热力生产和供应业,baostock.query_stock_industry,2026-07-06,2026-07-10,14.15,0.1024,0.004,0.0,15.98,18.36,17.85,17.41,-4.367,-1.4221,NONE,0.67,-16.5803,-29.1678,158774562.6,48.0113,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
308,000061,农 产 品,L72商务服务业,baostock.query_stock_industry,2026-07-06,2026-07-10,5.65,0.1784,0.036,6.403,5.71,6.49,7.7,8.03,-1.7797,-2.0388,NONE,0.23,-5.0587,-26.1789,115861722.2,47.9603,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
309,002362,汉王科技,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,15.49,0.1704,0.032,4.9458,16.25,17.57,19.28,21.39,-5.0057,-1.6875,NONE,0.66,-18.9611,-21.4664,140328790.15,47.9474,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
310,000825,太钢不锈,C31黑色金属冶炼和压延加工业,baostock.query_stock_industry,2026-07-06,2026-07-10,3.41,0.0568,0.02,2.4024,3.56,3.95,4.44,4.34,-2.196,-2.1192,NONE,0.13,-7.112,-26.9338,121481995.4,47.9013,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
311,000882,华联股份,L72商务服务业,baostock.query_stock_industry,2026-07-06,2026-07-10,1.35,0.0832,0.052,4.6512,1.36,1.49,1.67,1.87,-2.0202,-1.741,NONE,0.08,-4.8823,-24.0766,108678274.95,47.8909,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
312,002791,坚朗五金,C33金属制品业,baostock.query_stock_industry,2026-07-06,2026-07-10,15.17,0.0192,0.096,15.8015,13.99,16.18,19.3,20.89,-0.2815,-2.2925,NONE,0.75,4.1096,-25.0512,90923929.65,47.8802,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
313,002847,盐津铺子,C14食品制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,45.01,0.0552,0.016,1.5339,47.54,53.46,59.21,65.93,-4.6175,-1.8262,NONE,1.92,-17.2586,-23.4805,138284415.9,47.846,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
314,002291,遥望科技,I64互联网和相关服务,baostock.query_stock_industry,2026-07-06,2026-07-10,4.84,0.0664,0.028,4.3103,4.99,5.85,6.54,6.6,-3.6555,-2.4169,NONE,0.2,-7.8746,-29.395,127991526.75,47.825,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
315,000560,我爱我家,K70房地产业,baostock.query_stock_industry,2026-07-06,2026-07-10,2.07,0.0472,0.024,3.5,2.14,2.63,2.89,2.95,-4.094,-2.671,NONE,0.09,-10.5214,-34.5013,147185236.05,47.717,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
316,000403,派林生物,C27医药制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,9.22,0.0072,0.036,4.8919,9.81,11.36,12.54,14.59,-6.8012,-2.5565,NONE,0.55,-22.1692,-31.6634,161729917.0,47.6758,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
317,000402,金 融 街,K70房地产业,baostock.query_stock_industry,2026-07-06,2026-07-10,2.48,0.0624,0.044,4.2017,2.57,2.83,2.79,2.89,-3.6773,-0.7374,NONE,0.11,-11.1291,-23.388,116580983.05,47.6612,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
318,002146,荣盛发展,K70房地产业,baostock.query_stock_industry,2026-07-06,2026-07-10,1.11,0.008,0.04,6.7308,1.14,1.25,1.41,1.5,-3.3432,-1.9258,NONE,0.06,-11.067,-24.5776,119224047.75,47.6534,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
319,000790,华神科技,C27医药制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,3.69,0.1112,0.056,5.7307,3.67,3.96,4.0,4.04,-0.3127,-0.9993,NONE,0.19,1.1891,-12.8705,69743711.9,47.6467,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
320,000088,盐 田 港,G55水上运输业,baostock.query_stock_industry,2026-07-06,2026-07-10,4.22,0.012,0.06,3.4314,4.21,4.4,4.48,4.51,-0.4495,-0.7861,NONE,0.09,-1.3109,-12.4948,72947442.25,47.6263,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
321,002101,广东鸿图,C36汽车制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,8.95,0.1272,0.068,7.5721,9.01,9.42,10.66,11.82,1.4405,-1.6585,NONE,0.36,5.491,-23.8757,80528824.75,47.5974,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
322,002099,海翔药业,C27医药制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,5.24,0.1152,0.04,5.2209,5.27,5.85,6.51,6.3,-0.4342,-2.6918,NONE,0.29,-3.3669,-33.0441,119151166.0,47.5739,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
323,002091,江苏国泰,F51批发业,baostock.query_stock_industry,2026-07-06,2026-07-10,7.3,0.1792,0.06,2.8169,7.45,8.5,8.79,8.64,-1.3302,-1.7139,NONE,0.18,-3.9775,-25.6001,102642666.5,47.5661,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
324,001301,尚太科技,C30非金属矿物制品业,baostock.query_stock_industry,2026-07-06,2026-07-10,48.89,0.3232,0.012,1.3054,80.75,82.56,80.22,76.0,-9.232,-1.7703,NONE,6.95,-42.5347,-36.1707,427114501.55,47.5023,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
325,000089,深圳机场,G56航空运输业,baostock.query_stock_industry,2026-07-06,2026-07-10,6.23,0.036,0.028,3.3167,6.29,6.63,6.84,6.98,-0.4194,-0.6788,NONE,0.17,-2.8906,-12.4101,71995316.7,47.4204,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
326,002641,公元股份,C29橡胶和塑料制品业,baostock.query_stock_industry,2026-07-06,2026-07-10,4.09,0.0992,0.108,8.2011,4.02,4.14,4.25,4.28,-1.6257,-0.1808,NONE,0.14,-3.9299,-4.6777,61044267.35,47.3962,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
327,001258,立新能源,D44电力、热力生产和供应业,baostock.query_stock_industry,2026-07-06,2026-07-10,6.68,0.1889,0.012,2.6114,7.17,8.78,8.63,7.98,-6.3871,-1.7231,NONE,0.25,-15.8889,-28.0036,134110696.2,47.3845,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
328,002690,美亚光电,C35专用设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,14.36,0.0384,0.032,3.6823,14.49,15.89,17.69,18.57,0.0173,-1.7126,NONE,0.45,-0.1128,-24.4783,87905904.45,47.3643,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
329,000995,皇台酒业,C15酒、饮料和精制茶制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,9.97,0.0688,0.04,6.8596,10.07,12.32,13.59,13.78,-3.9498,-2.4739,NONE,0.52,-9.0815,-30.3074,121399477.6,47.3638,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
330,000049,德赛电池,C38电气机械和器材制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,23.88,0.2208,0.184,7.3741,23.98,26.0,26.22,26.05,1.0366,-0.5064,NONE,1.0,5.2487,-16.6719,194678156.4,47.3452,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
331,002226,江南化工,C26化学原料和化学制品制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,4.48,0.1144,0.016,1.8182,4.7,5.21,5.59,5.94,-2.4997,-1.564,NONE,0.17,-7.587,-26.7908,107783089.15,47.3108,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
332,002486,嘉麟杰,C18纺织服装、服饰业,baostock.query_stock_industry,2026-07-06,2026-07-10,2.32,0.1752,0.064,8.4112,2.27,2.56,2.81,2.86,-1.1949,-1.9862,NONE,0.13,-1.3109,-24.4338,88873657.9,47.2978,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
333,001296,长江材料,C30非金属矿物制品业,baostock.query_stock_industry,2026-07-06,2026-07-10,17.91,0.1802,0.008,3.6458,19.67,21.46,24.16,23.92,-0.6039,-2.3236,NONE,1.53,-4.9687,-32.5349,114927817.85,47.2959,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
334,000025,特  力Ａ,F51批发业,baostock.query_stock_industry,2026-07-06,2026-07-10,13.34,0.0384,0.016,1.214,14.43,15.18,16.34,17.2,-2.6912,-1.4902,NONE,0.7,-13.95,-22.3415,111939898.4,47.2946,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
335,002197,证通电子,I65软件和信息技术服务业,baostock.query_stock_industry,2026-07-06,2026-07-10,5.71,0.2,0.02,2.5135,5.97,6.98,7.9,8.45,-2.499,-2.3182,NONE,0.3,-6.7744,-29.6955,112152994.0,47.2856,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
336,002243,力合科创,C29橡胶和塑料制品业,baostock.query_stock_industry,2026-07-06,2026-07-10,6.56,0.1016,0.024,2.0218,6.84,8.11,9.17,9.11,-5.2464,-2.1407,NONE,0.28,-7.7303,-29.2906,113251589.55,47.2758,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
337,000546,金圆股份,C42废弃资源综合利用业,baostock.query_stock_industry,2026-07-06,2026-07-10,4.58,0.0952,0.008,0.8811,5.04,5.97,6.1,5.82,-2.1068,-2.1876,NONE,0.26,-12.2058,-34.0805,137621635.5,47.2684,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
338,002987,京北方,I65软件和信息技术服务业,baostock.query_stock_industry,2026-07-06,2026-07-10,9.7,0.02,0.016,2.4287,10.41,12.92,15.71,18.6,-5.4829,-4.3096,NONE,0.41,-16.2977,-46.3151,148398887.15,47.2589,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
339,002982,湘佳股份,A03畜牧业,baostock.query_stock_industry,2026-07-06,2026-07-10,12.15,0.012,0.06,15.1659,11.81,13.11,13.69,14.42,-1.8325,-1.1599,NONE,0.52,-9.6819,-17.8336,90857763.4,47.2195,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
340,000927,中国铁物,L72商务服务业,baostock.query_stock_industry,2026-07-06,2026-07-10,2.35,0.0248,0.036,3.5242,2.38,2.63,2.78,2.74,-1.7519,-2.3715,NONE,0.07,-5.3925,-28.382,104209948.4,47.2159,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
341,002010,传化智联,L72商务服务业,baostock.query_stock_industry,2026-07-06,2026-07-10,4.59,0.1648,0.032,2.6846,4.73,5.26,5.79,5.94,-1.6022,-1.8151,NONE,0.14,-5.6859,-24.8844,96918337.6,47.2053,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
342,000156,华数传媒,I63电信、广播电视和卫星传输服务,baostock.query_stock_industry,2026-07-06,2026-07-10,6.54,0.0736,0.06,3.645,6.55,7.02,7.59,7.8,-0.1143,-1.1353,NONE,0.24,2.0067,-16.5305,67104954.8,47.1992,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
343,002721,金一文化,C24文教、工美、体育和娱乐用品制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,2.27,0.044,0.036,3.1818,2.29,2.66,2.94,3.28,-2.5483,-1.989,NONE,0.09,-5.1244,-26.694,97117766.6,47.0898,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
344,000860,顺鑫农业,C15酒、饮料和精制茶制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,10.05,0.008,0.04,2.9713,10.08,11.31,12.71,14.24,-1.2155,-2.0801,NONE,0.38,-3.453,-26.5871,92471879.05,47.0462,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
345,002746,仙坛股份,C13农副食品加工业,baostock.query_stock_industry,2026-07-06,2026-07-10,5.32,0.0152,0.048,5.7654,5.3,5.84,6.05,6.14,-0.9157,-0.9696,NONE,0.16,-3.1559,-16.9338,73255843.2,47.016,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
346,002672,东江环保,C42废弃资源综合利用业,baostock.query_stock_industry,2026-07-06,2026-07-10,3.41,0.0192,0.028,3.9634,3.55,3.88,4.32,4.6,-1.1676,-2.0526,NONE,0.28,-4.7103,-26.9338,94111658.9,46.965,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
347,002160,常铝股份,C32有色金属冶炼和压延加工业,baostock.query_stock_industry,2026-07-06,2026-07-10,3.62,0.1456,0.012,2.5496,3.97,4.56,5.12,4.94,-5.4814,-2.7906,NONE,0.17,-13.4254,-36.4741,138901993.2,46.9513,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
348,002537,海联金汇,C36汽车制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,5.35,0.112,0.024,1.518,5.6,6.54,7.6,8.48,-2.5813,-3.2276,NONE,0.21,-8.5899,-36.5404,124775093.75,46.9187,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
349,002529,海源复材,C34通用设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,6.77,0.196,0.276,9.5469,7.28,7.65,7.3,7.16,-2.607,0.0741,NONE,0.4,-9.5019,-4.4078,61813502.55,46.9176,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
350,002589,瑞康医药,F51批发业,baostock.query_stock_industry,2026-07-06,2026-07-10,2.64,0.1072,0.064,7.7551,2.6,2.92,3.12,3.11,-1.2327,-2.3658,NONE,0.13,-1.3109,-24.6755,81881898.25,46.9104,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
351,002981,朝阳科技,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,20.43,0.0768,0.04,11.8839,20.95,24.11,25.89,28.17,-7.6491,-1.1924,NONE,1.13,-28.8641,-21.046,137356861.0,46.8968,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
352,000926,福星股份,K70房地产业,baostock.query_stock_industry,2026-07-06,2026-07-10,1.99,0.0352,0.072,4.1885,2.01,2.1,2.16,2.41,-2.88,-0.3084,NONE,0.08,-10.0265,-7.3606,65791168.6,46.8297,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
353,001236,弘业期货,J67资本市场服务,baostock.query_stock_industry,2026-07-06,2026-07-10,6.99,0.0473,0.028,1.4514,7.34,8.38,9.2,10.48,-1.6947,-2.146,NONE,0.33,-5.9493,-29.5944,98603046.75,46.7863,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
354,002508,老板电器,C38电气机械和器材制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,15.15,0.008,0.04,4.9169,15.25,17.12,18.83,19.2,-2.1844,-2.5255,NONE,0.53,-8.9891,-28.7972,103264014.85,46.7729,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
355,002254,泰和新材,C28化学纤维制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,14.2,0.4776,0.872,54.3478,17.07,14.54,13.31,11.72,-4.2982,2.2231,NONE,1.41,-26.258,26.8047,1449259533.25,46.7547,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
356,000090,天健集团,E48土木工程建筑业,baostock.query_stock_industry,2026-07-06,2026-07-10,3.25,0.0128,0.056,7.9734,3.24,3.43,3.62,3.69,-2.8494,-1.2004,NONE,0.11,-9.7616,-14.6548,76187820.9,46.7527,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
357,002833,弘亚数控,C35专用设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,16.8,0.3136,0.396,8.5271,17.96,18.97,18.53,17.53,-0.4684,-0.1807,NONE,1.04,-4.9253,-11.4105,189516337.4,46.7208,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
358,002003,伟星股份,C18纺织服装、服饰业,baostock.query_stock_industry,2026-07-06,2026-07-10,8.41,0.06,0.008,0.9604,8.65,9.29,9.73,10.27,-1.0697,-0.8841,NONE,0.32,-7.1339,-16.9208,74730601.25,46.7053,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
359,000159,国际实业,F51批发业,baostock.query_stock_industry,2026-07-06,2026-07-10,5.54,0.1456,0.064,4.7259,5.61,6.27,6.51,6.18,-3.856,-1.216,NONE,0.22,-9.7406,-17.1897,79708199.8,46.698,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
360,002351,漫步者,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,9.38,0.1544,0.04,3.4179,9.58,10.61,11.28,12.23,-2.8781,-1.645,NONE,0.29,-5.8887,-22.5838,80842245.0,46.6057,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
361,000503,国新健康,I64互联网和相关服务,baostock.query_stock_industry,2026-07-06,2026-07-10,6.4,0.0208,0.04,4.065,6.57,7.15,8.1,9.18,-2.8107,-1.7302,NONE,0.28,-9.2245,-22.0657,85806232.1,46.5868,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
362,002096,易普力,C26化学原料和化学制品制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,8.8,0.092,0.02,0.9174,9.14,10.39,11.89,12.79,-3.8182,-2.2202,NONE,0.28,-3.0966,-30.2973,89194855.05,46.549,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
363,002640,跨境通,F52零售业,baostock.query_stock_industry,2026-07-06,2026-07-10,2.93,0.2648,0.012,3.169,3.18,3.56,3.74,4.44,-4.5939,-1.4392,NONE,0.17,-14.6245,-21.1951,269573557.4,46.5432,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
364,002045,国光电器,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,7.67,0.0104,0.016,2.4032,8.1,9.79,11.54,13.72,-3.3351,-3.4086,NONE,0.33,-9.6741,-39.5986,125420119.2,46.5288,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
365,002221,东华能源,F51批发业,baostock.query_stock_industry,2026-07-06,2026-07-10,5.3,0.0048,0.024,2.5145,5.59,6.82,7.71,8.23,-3.9443,-3.2976,NONE,0.26,-11.9348,-39.4031,126613372.45,46.5008,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
366,002544,普天科技,I65软件和信息技术服务业,baostock.query_stock_industry,2026-07-06,2026-07-10,18.87,0.212,0.056,11.9217,18.52,22.51,26.27,26.37,-2.9242,-3.0474,NONE,0.95,-4.4423,-32.7665,274438207.65,46.4955,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
367,002086,东方海洋,A04渔业,baostock.query_stock_industry,2026-07-06,2026-07-10,1.78,0.0792,0.064,9.2025,1.75,1.87,2.07,2.4,-1.3281,-1.3878,NONE,0.07,-0.1745,-18.026,61751536.55,46.4844,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
368,002570,贝因美,C14食品制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,4.02,0.172,0.016,2.2901,4.3,4.79,5.32,5.96,-6.4832,-1.7464,NONE,0.14,-16.8571,-25.4554,106708805.35,46.4711,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
369,000526,学大教育,P83教育,baostock.query_stock_industry,2026-07-06,2026-07-10,28.06,0.4392,0.108,14.065,26.68,30.13,33.12,39.3,0.7191,-1.322,WEAK,1.41,7.2805,-18.8067,85262913.4,46.4351,SECONDARY_RESEARCH,,,
370,002530,金财互联,C33金属制品业,baostock.query_stock_industry,2026-07-06,2026-07-10,6.71,0.1416,0.016,1.9757,7.09,8.08,8.98,9.89,-4.0598,-2.0795,NONE,0.26,-13.3685,-28.2703,104108370.25,46.425,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
371,000968,蓝焰控股,B07石油和天然气开采业,baostock.query_stock_industry,2026-07-06,2026-07-10,6.25,0.1144,0.04,4.3406,6.41,7.66,8.3,7.67,-3.509,-3.7224,NONE,0.24,-12.9092,-43.0389,123507616.2,46.3836,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
372,002216,三全食品,C14食品制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,12.21,0.3528,0.732,13.6872,12.06,12.96,12.53,11.9,0.525,-0.1848,WEAK,0.47,-3.1597,-8.3677,83878174.9,46.3625,SECONDARY_RESEARCH,,,
